CustomerKey,GeographyKey,CustomerAlternateKey,Full_Name,BirthDate,Gender,EmailAddress,AddressLine1,Phone,City,StateProvinceName,Country
19977,29,AW00019977,Kristine Gill,1976-04-08,Female,kristine14@adventure-works.com,1833 Worth Ct,1 (11) 500 555-0127,Findon,South Australia,Australia
19978,39,AW00019978,Marshall Yuan,1976-10-25,Male,marshall28@adventure-works.com,8577 Dies Dorados,1 (11) 500 555-0177,Sunbury,Victoria,Australia
19979,36,AW00019979,Janet Browning,1977-06-22,Female,janet21@adventure-works.com,209 Richland Dr.,1 (11) 500 555-0152,Melton,Victoria,Australia
19980,623,AW00019980,Alexandra Carter,1970-01-31,Female,alexandra52@adventure-works.com,"4212, rue Saint-Lazare",894-555-0115,Kirkland,Washington,United States
19981,315,AW00019981,Kelly Russell,1977-09-15,Female,kelly24@adventure-works.com,319 Revision Dr,640-555-0129,Downey,California,United States
19982,338,AW00019982,Charles Cox,1977-07-21,Male,charles59@adventure-works.com,4480 Las Trampas Road,862-555-0121,Los Angeles,California,United States
19983,298,AW00019983,Michael Martinez,1975-11-17,Male,michael49@adventure-works.com,6202 Seeno St.,596-555-0158,Bellflower,California,United States
19984,316,AW00019984,Sara Morris,1975-12-05,Female,sara20@adventure-works.com,4365 Brook Way,813-555-0119,El Cajon,California,United States
19985,611,AW00019985,Tamara Ma,1975-03-24,Female,tamara5@adventure-works.com,515 Wiget Lane,837-555-0130,Bremerton,Washington,United States
19986,310,AW00019986,Jamie Huang,1980-07-09,Female,jamie8@adventure-works.com,312 Via Del Verdes,410-555-0145,Colma,California,United States
19987,55,AW00019987,Taylor Moore,1977-01-15,Female,taylor55@adventure-works.com,9117 Jacqueline Way,161-555-0178,Newton,British Columbia,Canada
19988,66,AW00019988,Jordan Long,1982-04-06,Male,jordan6@adventure-works.com,3733 Water Street,445-555-0153,Sooke,British Columbia,Canada
19989,68,AW00019989,Ethan Thompson,1982-01-09,Male,ethan49@adventure-works.com,8452 Green Street,450-555-0194,Vancouver,British Columbia,Canada
19990,301,AW00019990,Peter Rai,1977-02-04,Male,peter22@adventure-works.com,8680 Newell Ave.,823-555-0135,Burbank,California,United States
19991,307,AW00019991,Jacob Thomas,1982-10-14,Male,jacob10@adventure-works.com,1792 Belmont Rd.,297-555-0139,Chula Vista,California,United States
19992,345,AW00019992,Stephanie Hill,1976-11-30,Female,stephanie66@adventure-works.com,6309 Poplar Avenue,163-555-0162,Newport Beach,California,United States
19993,623,AW00019993,Nathan Russell,1975-05-20,Male,nathan16@adventure-works.com,4975 Black Pine Lane,795-555-0137,Kirkland,Washington,United States
19994,347,AW00019994,Madeline King,1979-10-19,Female,madeline17@adventure-works.com,1087 Knollview Court,252-555-0155,Novato,California,United States
19995,355,AW00019995,Jordyn Gonzales,1973-10-07,Female,jordyn16@adventure-works.com,2943 Hilton Way,828-555-0137,Redwood City,California,United States
19996,612,AW00019996,Grant She,1979-05-10,Male,grant2@adventure-works.com,5234 Martindale,588-555-0164,Burien,Washington,United States
19997,49,AW00019997,Beth Gill,1973-12-04,Female,beth16@adventure-works.com,9326 Mayda Way,938-555-0177,Cliffside,British Columbia,Canada
19998,310,AW00019998,Laura Liu,1978-10-01,Female,laura11@adventure-works.com,5840 Delta Fair Blvd.,121-555-0179,Colma,California,United States
19999,331,AW00019999,Danielle Brooks,1972-07-15,Female,danielle4@adventure-works.com,71 Tobi Drive,990-555-0144,La Jolla,California,United States
20000,50,AW00020000,Elijah Diaz,1981-10-19,Male,elijah23@adventure-works.com,3128 Morgan Territory Rd,200-555-0143,Haney,British Columbia,Canada
20001,627,AW00020001,Jordan Hill,1975-07-05,Female,jordan41@adventure-works.com,404 Marita Drive,718-555-0140,Marysville,Washington,United States
20002,299,AW00020002,Elizabeth White,1975-11-03,Female,elizabeth16@adventure-works.com,5243 Brown St.,307-555-0183,Berkeley,California,United States
20003,300,AW00020003,Dalton Gonzalez,1975-12-19,Male,dalton33@adventure-works.com,4028 Rosina Court,524-555-0113,Beverly Hills,California,United States
20004,311,AW00020004,Kaitlin Perez,1976-05-06,Female,kaitlin20@adventure-works.com,712 Sweetwater Drive,333-555-0179,Concord,California,United States
20005,315,AW00020005,Kevin Zhang,1973-04-14,Male,kevin26@adventure-works.com,3592 Ambush Dr.,163-555-0159,Downey,California,United States
20006,553,AW00020006,Grace Morris,1973-01-04,Female,grace27@adventure-works.com,8122 Cincerto Circle,756-555-0138,Woodburn,Oregon,United States
20007,71,AW00020007,Ashley Alexander,1973-03-02,Female,ashley46@adventure-works.com,5884 Maureen Circle,432-555-0113,Westminster,British Columbia,Canada
20008,343,AW00020008,Jack Foster,1977-08-30,Male,jack16@adventure-works.com,9677 Elkwood Dr,208-555-0143,National City,California,United States
20009,383,AW00020009,Noah Walker,1972-01-31,Male,noah70@adventure-works.com,3111 First Ave.,736-555-0115,West Covina,California,United States
20010,359,AW00020010,Jackson Carter,1983-06-11,Male,jackson40@adventure-works.com,1233 Wesley Ct.,433-555-0112,San Diego,California,United States
20011,542,AW00020011,Eduardo Sanders,1971-08-30,Male,eduardo70@adventure-works.com,8162 Olympic Dr.,990-555-0162,Lake Oswego,Oregon,United States
20012,298,AW00020012,Jessica Robinson,1977-10-08,Female,jessica66@adventure-works.com,359 Shepberry Court,258-555-0137,Bellflower,California,United States
20013,539,AW00020013,Jocelyn Hughes,1974-08-31,Female,jocelyn12@adventure-works.com,5593 Falcon Place,631-555-0137,Corvallis,Oregon,United States
20014,307,AW00020014,Anne Blanco,1980-03-03,Female,anne17@adventure-works.com,8192 Pine Creek Way,126-555-0117,Chula Vista,California,United States
20015,334,AW00020015,Jenna King,1975-05-20,Female,jenna18@adventure-works.com,8055 Shadow Falls Drive,955-555-0135,Lakewood,California,United States
20016,552,AW00020016,Katherine Kelly,1971-02-01,Female,katherine23@adventure-works.com,1747 Corte Segundo,559-555-0188,W. Linn,Oregon,United States
20017,322,AW00020017,Anna Sanders,1976-10-11,Female,anna24@adventure-works.com,4191 Yosemite Dr,623-555-0125,Fremont,California,United States
20018,635,AW00020018,Lauren Gray,1970-08-13,Female,lauren16@adventure-works.com,1285 Greenbrier Street,158-555-0155,Renton,Washington,United States
20019,626,AW00020019,Brittany Diaz,1971-04-20,Female,brittany20@adventure-works.com,2973 Tanager Road,753-555-0176,Lynnwood,Washington,United States
20020,338,AW00020020,Jacqueline Foster,1970-09-30,Female,jacqueline17@adventure-works.com,1859 St. George Dr,349-555-0195,Los Angeles,California,United States
20021,50,AW00020021,Alexander Jones,1976-06-24,Male,alexander5@adventure-works.com,5805 Nob Hill Drive,172-555-0116,Haney,British Columbia,Canada
20022,310,AW00020022,Arthur Perry,1970-12-20,Female,arthur1@adventure-works.com,8042 Placer Dr.,623-555-0117,Colma,California,United States
20023,68,AW00020023,Edward Hughes,1970-12-22,Male,edward60@adventure-works.com,1120 Jeff Ct.,459-555-0138,Vancouver,British Columbia,Canada
20024,335,AW00020024,Fernando Miller,1970-05-10,Male,fernando6@adventure-works.com,9736 Montana,666-555-0155,Lemon Grove,California,United States
20025,616,AW00020025,Bryce Bell,1975-09-19,Male,bryce13@adventure-works.com,475 Grant St.,203-555-0116,Everett,Washington,United States
20026,648,AW00020026,Jasmine Richardson,1970-01-21,Female,jasmine29@adventure-works.com,8929 Dayton Court,514-555-0131,Yakima,Washington,United States
20027,325,AW00020027,Danielle Murphy,1970-06-16,Female,danielle17@adventure-works.com,8766 Arthur Rd,786-555-0110,Glendale,California,United States
20028,355,AW00020028,Angela Flores,1970-05-06,Female,angela15@adventure-works.com,"976, rue de Terre Neuve",367-555-0172,Redwood City,California,United States
20029,338,AW00020029,Jan Evans,1970-04-23,Female,jan10@adventure-works.com,7787 Olive St.,163-555-0164,Los Angeles,California,United States
20030,302,AW00020030,Alexander Harris,1969-09-18,Male,alexander17@adventure-works.com,175 Loeffler Lane,612-555-0175,Burlingame,California,United States
20031,302,AW00020031,Devin James,1969-11-08,Male,devin61@adventure-works.com,8794 Gumwood,584-555-0185,Burlingame,California,United States
20032,642,AW00020032,Marcus Walker,1975-03-08,Male,marcus24@adventure-works.com,8386 Candelero Place,324-555-0182,Tacoma,Washington,United States
20033,369,AW00020033,Carlos Turner,1980-04-12,Male,carlos32@adventure-works.com,5741 Glen Wood Dr.,213-555-0189,Santa Monica,California,United States
20034,68,AW00020034,Wyatt Turner,1974-04-23,Male,wyatt43@adventure-works.com,2444 North Ranchford,924-555-0116,Vancouver,British Columbia,Canada
20035,49,AW00020035,Cesar Fernandez,1974-02-25,Male,cesar15@adventure-works.com,9699 Gilardy Drive,677-555-0141,Cliffside,British Columbia,Canada
20036,310,AW00020036,Kate Tang,1979-10-01,Female,kate3@adventure-works.com,6587 B Way,219-555-0142,Colma,California,United States
20037,336,AW00020037,Alyssa Sanchez,1973-09-07,Female,alyssa25@adventure-works.com,6110 Price Lane,777-555-0117,Lincoln Acres,California,United States
20038,348,AW00020038,Taylor Price,1973-12-20,Female,taylor25@adventure-works.com,6871 Thornwood Dr.,405-555-0128,Oakland,California,United States
20039,638,AW00020039,Stephanie Evans,1968-10-05,Female,stephanie50@adventure-works.com,5513 Cortez,378-555-0116,Sedro Woolley,Washington,United States
20040,339,AW00020040,Victoria Rivera,1968-12-20,Female,victoria34@adventure-works.com,9130 San Ramon Road,882-555-0153,Mill Valley,California,United States
20041,212,AW00020041,Joe Alvarez,1984-04-24,Male,joe45@adventure-works.com,"14, avenue Reille",1 (11) 500 555-0182,Morangis,Essonne,France
20042,268,AW00020042,Brad Deng,1979-11-01,Male,brad2@adventure-works.com,2732 Frisbie Ct.,1 (11) 500 555-0111,Liverpool,England,United Kingdom
20043,121,AW00020043,Brent Zheng,1978-02-22,Male,brent19@adventure-works.com,Zollstr 28,1 (11) 500 555-0114,Ingolstadt,Bayern,Germany
20044,207,AW00020044,Jillian Rana,1978-10-23,Female,jillian12@adventure-works.com,"88, allée des Princes",1 (11) 500 555-0151,Chatou,Yveline,France
20045,206,AW00020045,Andres Shen,1979-05-03,Male,andres1@adventure-works.com,"101, avenue de la Gare",1 (11) 500 555-0189,Roissy en Brie,Seine et Marne,France
20046,179,AW00020046,Peter She,1979-03-04,Male,peter8@adventure-works.com,"11, avenue de la Gare",1 (11) 500 555-0113,Saint Ouen,Charente-Maritime,France
20047,219,AW00020047,Ronnie Huang,1978-10-22,Male,ronnie5@adventure-works.com,Attaché de Presse,1 (11) 500 555-0142,Suresnes,Hauts de Seine,France
20048,232,AW00020048,Virginia Srini,1978-01-02,Female,virginia10@adventure-works.com,1926 Fish Dr.,1 (11) 500 555-0121,Birmingham,England,United Kingdom
20049,272,AW00020049,Colleen Chavez,1976-12-20,Female,colleen38@adventure-works.com,6841 Curletto Dr.,1 (11) 500 555-0147,Warrington,England,United Kingdom
20050,216,AW00020050,Adriana Prasad,1977-08-30,Female,adriana10@adventure-works.com,879 Megan Dr,1 (11) 500 555-0182,Courbevoie,Hauts de Seine,France
20051,164,AW00020051,Linda Dominguez,1983-10-16,Female,linda28@adventure-works.com,Lindenalle 8473,1 (11) 500 555-0140,Berlin,Saarland,Germany
20052,233,AW00020052,Theodore Ruiz,1977-07-14,Male,theodore2@adventure-works.com,1061 Carzino Ct,1 (11) 500 555-0119,Bracknell,England,United Kingdom
20053,234,AW00020053,Jessie Yang,1977-09-15,Male,jessie10@adventure-works.com,319 Revision Dr,1 (11) 500 555-0184,Bury,England,United Kingdom
20054,253,AW00020054,Clarence Nara,1978-05-23,Male,clarence31@adventure-works.com,8539 Glaze Dr.,1 (11) 500 555-0168,London,England,United Kingdom
20055,259,AW00020055,Ruben Ruiz,1976-10-30,Male,ruben25@adventure-works.com,8885 Alta Vista,1 (11) 500 555-0182,Milton Keynes,England,United Kingdom
20056,124,AW00020056,Johnny She,1977-05-22,Male,johnny1@adventure-works.com,Carlsplatz 3046,1 (11) 500 555-0126,Berlin,Hessen,Germany
20057,183,AW00020057,Ramon Zhou,1976-07-14,Male,ramon8@adventure-works.com,"11, rue du Puits Dixme",1 (11) 500 555-0164,Orleans,Loiret,France
20058,240,AW00020058,Roger Liu,1976-08-06,Male,roger8@adventure-works.com,4201 San Carlos,1 (11) 500 555-0112,High Wycombe,England,United Kingdom
20059,220,AW00020059,Madison Washington,1976-07-05,Female,madison25@adventure-works.com,"826, rue de Berri",1 (11) 500 555-0184,Bobigny,Seine Saint Denis,France
20060,267,AW00020060,Kayla Jackson,1977-04-06,Female,kayla12@adventure-works.com,4684 Frigate Ct.,1 (11) 500 555-0148,Runcorn,England,United Kingdom
20061,198,AW00020061,Sharon Nath,1977-03-26,Female,sharon24@adventure-works.com,"15, avenue Reille",1 (11) 500 555-0146,Paris,Seine (Paris),France
20062,176,AW00020062,Russell Carson,1977-03-15,Male,russell17@adventure-works.com,Celler Weg 1234,1 (11) 500 555-0156,Stuttgart,Saarland,Germany
20063,193,AW00020063,Kristy Ortega,1975-11-29,Female,kristy20@adventure-works.com,"76, avenue de l´ Union Centrale",1 (11) 500 555-0137,Paris,Seine (Paris),France
20064,124,AW00020064,Whitney Prasad,1982-12-03,Female,whitney8@adventure-works.com,Heidestieg Straße 6486,1 (11) 500 555-0119,Berlin,Hessen,Germany
20065,133,AW00020065,Grant Lal,1977-05-22,Male,grant10@adventure-works.com,Herzogstr 2128,1 (11) 500 555-0124,Kassel,Hessen,Germany
20066,626,AW00020066,Marcus White,1985-08-10,Male,marcus13@adventure-works.com,4409 North Ranchford,937-555-0171,Lynnwood,Washington,United States
20067,355,AW00020067,Destiny Thompson,1980-04-08,Female,destiny15@adventure-works.com,4423 Bayview Circle,114-555-0117,Redwood City,California,United States
20068,347,AW00020068,Alexandria Peterson,1979-10-22,Female,alexandria28@adventure-works.com,7480 Violet Ct,193-555-0142,Novato,California,United States
20069,369,AW00020069,Jessica Smith,1980-01-24,Female,jessica47@adventure-works.com,9475 Old Oak Drive,131-555-0197,Santa Monica,California,United States
20070,68,AW00020070,Richard Morris,1971-10-07,Male,richard99@adventure-works.com,1090 El Dorado Way,168-555-0122,Vancouver,British Columbia,Canada
20071,612,AW00020071,Sean Campbell,1977-01-30,Male,sean38@adventure-works.com,6051 Mepham Dr.,710-555-0145,Burien,Washington,United States
20072,616,AW00020072,Kaitlyn Martinez,1971-10-17,Female,kaitlyn40@adventure-works.com,7464 Mozden Lane,271-555-0116,Everett,Washington,United States
20073,632,AW00020073,Melissa Cooper,1977-01-02,Female,melissa30@adventure-works.com,5025 North Star Dr,137-555-0114,Port Orchard,Washington,United States
20074,311,AW00020074,Preston Madan,1959-02-23,Male,preston6@adventure-works.com,1828 Robinson Ave.,322-555-0174,Concord,California,United States
20075,66,AW00020075,Aaron Allen,1958-11-15,Male,aaron55@adventure-works.com,6695 Black Walnut Court,648-555-0141,Sooke,British Columbia,Canada
20076,301,AW00020076,Beth Vazquez,1958-11-15,Female,beth17@adventure-works.com,6695 Black Walnut Court,569-555-0124,Burbank,California,United States
20077,312,AW00020077,Aidan Coleman,1959-05-05,Male,aidan6@adventure-works.com,6908 Laguna Circle,181-555-0114,Coronado,California,United States
20078,546,AW00020078,Jose Lee,1964-10-17,Male,jose65@adventure-works.com,6899 Pembroke Dr.,914-555-0154,Oregon City,Oregon,United States
20079,536,AW00020079,Alexandra Taylor,1964-05-03,Female,alexandra72@adventure-works.com,4559 Julpum Loop,625-555-0198,Beaverton,Oregon,United States
20080,612,AW00020080,Maria Stewart,1969-12-18,Female,maria1@adventure-works.com,14 Delta Road,743-555-0161,Burien,Washington,United States
20081,612,AW00020081,Jerry Xie,1958-07-17,Male,jerry3@adventure-works.com,8494 Ryan Rd.,109-555-0120,Burien,Washington,United States
20082,59,AW00020082,Caroline Henderson,1958-08-24,Female,caroline7@adventure-works.com,2384 Encinal Place,115-555-0148,Oak Bay,British Columbia,Canada
20083,300,AW00020083,Terry Kumar,1964-06-10,Male,terry11@adventure-works.com,233 Heights Ave.,536-555-0156,Beverly Hills,California,United States
20084,69,AW00020084,Alex Stewart,1969-08-01,Male,alex30@adventure-works.com,7539 Santa Fe Court,448-555-0151,Victoria,British Columbia,Canada
20085,53,AW00020085,Jessica Moore,1959-10-26,Female,jessica55@adventure-works.com,8274 Springvale Court,894-555-0174,Metchosin,British Columbia,Canada
20086,59,AW00020086,Jeremiah Hayes,1971-04-04,Male,jeremiah38@adventure-works.com,8852 Lacorso Dr.,547-555-0143,Oak Bay,British Columbia,Canada
20087,62,AW00020087,Seth Gray,1965-02-10,Male,seth79@adventure-works.com,133 Westwood Way,538-555-0180,Royal Oak,British Columbia,Canada
20088,618,AW00020088,Jose Lewis,1965-01-13,Male,jose63@adventure-works.com,7500 Sheffield Place,394-555-0121,Issaquah,Washington,United States
20089,635,AW00020089,Luis Powell,1959-11-03,Male,luis7@adventure-works.com,8382 Cinnabar St,756-555-0134,Renton,Washington,United States
20090,311,AW00020090,Blake Edwards,1960-01-19,Male,blake46@adventure-works.com,1569 Eagle Ct,447-555-0181,Concord,California,United States
20091,312,AW00020091,Andrea Parker,1976-05-13,Female,andrea23@adventure-works.com,4659 Cape Cod Way,612-555-0113,Coronado,California,United States
20092,374,AW00020092,Ethan Sharma,1959-12-19,Male,ethan26@adventure-works.com,8564 Red Tree Way,398-555-0168,Torrance,California,United States
20093,374,AW00020093,Megan Clark,1965-04-09,Female,megan22@adventure-works.com,663 Sunset Meadows Ln.,356-555-0148,Torrance,California,United States
20094,300,AW00020094,Lindsey Chande,1961-06-20,Female,lindsey16@adventure-works.com,6133 Balhan Dr.,152-555-0117,Beverly Hills,California,United States
20095,338,AW00020095,Ana Flores,1961-03-31,Female,ana11@adventure-works.com,592 Woodcrest Drive,567-555-0151,Los Angeles,California,United States
20096,64,AW00020096,Jonathan Lal,1960-10-31,Male,jonathan27@adventure-works.com,6180 Ryan Court,726-555-0190,Shawnee,British Columbia,Canada
20097,339,AW00020097,Brittany Griffin,1961-03-03,Female,brittany19@adventure-works.com,4387 Linden Land,438-555-0111,Mill Valley,California,United States
20098,316,AW00020098,Alexis Lewis,1973-05-10,Female,alexis18@adventure-works.com,9510 Lakespring Place,325-555-0196,El Cajon,California,United States
20099,302,AW00020099,Devon Xie,1961-10-01,Male,devon2@adventure-works.com,2614 Sandiago Drive,254-555-0194,Burlingame,California,United States
20100,337,AW00020100,Jesse Watson,1961-09-24,Male,jesse0@adventure-works.com,1283 Teakwood Court,907-555-0117,Long Beach,California,United States
20101,546,AW00020101,Devin Hayes,1967-01-22,Male,devin60@adventure-works.com,5171 Polk St.,644-555-0160,Oregon City,Oregon,United States
20102,635,AW00020102,Arianna Jenkins,1961-10-31,Female,arianna7@adventure-works.com,7072 Meadow Lane,259-555-0132,Renton,Washington,United States
20103,51,AW00020103,William Robinson,1962-06-13,Male,william13@adventure-works.com,6999 Yosemite Circle,131-555-0115,Langford,British Columbia,Canada
20104,49,AW00020104,Louis Xu,1963-02-22,Male,louis6@adventure-works.com,5039 Keywood Ct.,539-555-0148,Cliffside,British Columbia,Canada
20105,331,AW00020105,Alexis Taylor,1963-02-23,Female,alexis8@adventure-works.com,5960 Springfield Drive,511-555-0186,La Jolla,California,United States
20106,53,AW00020106,Amber Hall,1963-03-21,Female,amber22@adventure-works.com,9355 Armstrong Rd.,840-555-0170,Metchosin,British Columbia,Canada
20107,635,AW00020107,Danielle Morris,1962-09-05,Female,danielle21@adventure-works.com,3165 Fountain Rd.,146-555-0110,Renton,Washington,United States
20108,612,AW00020108,Glenn Gao,1969-11-02,Male,glenn16@adventure-works.com,9784 Vine Lane,495-555-0147,Burien,Washington,United States
20109,345,AW00020109,Katelyn Stewart,1963-12-31,Female,katelyn25@adventure-works.com,4407 Mildred Ln.,599-555-0182,Newport Beach,California,United States
20110,385,AW00020110,Austin Perry,1963-07-23,Male,austin3@adventure-works.com,4590 Mori Court,716-555-0137,Woodland Hills,California,United States
20111,301,AW00020111,Brittney Zhu,1964-03-19,Female,brittney13@adventure-works.com,7906 Clayburn Road,976-555-0116,Burbank,California,United States
20112,374,AW00020112,Shelby James,1963-12-11,Female,shelby8@adventure-works.com,4991 Lindenwood Drive,374-555-0151,Torrance,California,United States
20113,632,AW00020113,Christina Murphy,1963-11-22,Female,christina13@adventure-works.com,7618 Rogers Lane,730-555-0188,Port Orchard,Washington,United States
20114,635,AW00020114,Joseph Thompson,1964-01-02,Male,joseph22@adventure-works.com,6307 Grenadine Way,251-555-0115,Renton,Washington,United States
20115,335,AW00020115,Megan Jones,1964-07-11,Female,megan6@adventure-works.com,3717 Via Cordona,118-555-0179,Lemon Grove,California,United States
20116,307,AW00020116,Hannah Bryant,1964-07-23,Female,hannah39@adventure-works.com,8454 Monti Circle,475-555-0143,Chula Vista,California,United States
20117,547,AW00020117,Brandon Jenkins,1977-11-07,Male,brandon4@adventure-works.com,852 Ravenwood Drive,422-555-0193,Portland,Oregon,United States
20118,372,AW00020118,Jacqueline Henderson,1978-02-10,Female,jacqueline5@adventure-works.com,1512 Birch Bark Dr,171-555-0124,Spring Valley,California,United States
20119,614,AW00020119,Carlos Hernandez,1978-09-24,Male,carlos48@adventure-works.com,6598 Lorie Ln.,871-555-0149,Edmonds,Washington,United States
20120,635,AW00020120,Fernando Hughes,1979-01-02,Male,fernando54@adventure-works.com,2801 San Ramon Road,836-555-0119,Renton,Washington,United States
20121,548,AW00020121,Dylan Butler,1979-01-01,Male,dylan13@adventure-works.com,2590 Wesley Court,771-555-0195,Salem,Oregon,United States
20122,315,AW00020122,Jeremy Bailey,1979-05-06,Male,jeremy44@adventure-works.com,4584 Hamiliton Ave.,578-555-0130,Downey,California,United States
20123,326,AW00020123,Aaron Gonzalez,1978-10-03,Male,aaron41@adventure-works.com,1431 Semillon Circle,628-555-0119,Grossmont,California,United States
20124,355,AW00020124,Natalie Coleman,1979-03-13,Female,natalie28@adventure-works.com,5300 Turning Dr.,184-555-0115,Redwood City,California,United States
20125,623,AW00020125,Natalie Clark,1977-03-19,Female,natalie86@adventure-works.com,1228 Francine Court,442-555-0154,Kirkland,Washington,United States
20126,368,AW00020126,Seth Carter,1977-04-15,Male,seth37@adventure-works.com,6630 Cook Pk.,119-555-0147,Santa Cruz,California,United States
20127,539,AW00020127,Carlos Sanders,1976-08-16,Male,carlos5@adventure-works.com,4179 Green St.,114-555-0114,Corvallis,Oregon,United States
20128,553,AW00020128,Ian Miller,1976-10-12,Male,ian7@adventure-works.com,6076 Citrus Ave,454-555-0190,Woodburn,Oregon,United States
20129,536,AW00020129,Nicole Stewart,1977-04-17,Female,nicole25@adventure-works.com,2341 Lindley Ct,358-555-0129,Beaverton,Oregon,United States
20130,50,AW00020130,Jordan Nelson,1977-02-17,Male,jordan63@adventure-works.com,9218 Old Mt. View Drive,614-555-0137,Haney,British Columbia,Canada
20131,217,AW00020131,Carolyn Gutierrez,1969-08-10,Female,carolyn31@adventure-works.com,"13, boulevard d´Albi",1 (11) 500 555-0190,Paris La Defense,Hauts de Seine,France
20132,126,AW00020132,Jenny Shen,1968-02-05,Female,jenny26@adventure-works.com,Erlenweg 9794,1 (11) 500 555-0191,Berlin,Hessen,Germany
20133,255,AW00020133,Jorge Li,1973-10-06,Male,jorge4@adventure-works.com,3769 Loma Linda,1 (11) 500 555-0167,London,England,United Kingdom
20134,259,AW00020134,Franklin Zhao,1967-07-09,Male,franklin10@adventure-works.com,882 South St.,1 (11) 500 555-0135,Milton Keynes,England,United Kingdom
20135,121,AW00020135,Grace Price,1966-12-03,Female,grace47@adventure-works.com,Werftstr 55434,1 (11) 500 555-0156,Ingolstadt,Bayern,Germany
20136,277,AW00020136,Bonnie Kennedy,1972-12-09,Female,bonnie13@adventure-works.com,6158 May Way,1 (11) 500 555-0198,York,England,United Kingdom
20137,135,AW00020137,Jarrod Fernandez,1966-11-08,Male,jarrod15@adventure-works.com,Hüttenstr 6114,1 (11) 500 555-0162,Salzgitter,Hessen,Germany
20138,128,AW00020138,Kendra Moreno,1940-12-18,Female,kendra6@adventure-works.com,Pascalstr 9,1 (11) 500 555-0119,Dresden,Hessen,Germany
20139,369,AW00020139,Connor Wright,1984-08-07,Male,connor48@adventure-works.com,4592 Hill Drive,528-555-0127,Santa Monica,California,United States
20140,144,AW00020140,Joe Navarro,1964-03-06,Male,joe33@adventure-works.com,Auf der Krone 93,1 (11) 500 555-0160,Essen,Hamburg,Germany
20141,186,AW00020141,Angelica Flores,1964-06-10,Female,angelica12@adventure-works.com,6662 Torino Court,1 (11) 500 555-0128,Dunkerque,Nord,France
20142,215,AW00020142,Lydia Lopez,1962-05-06,Female,lydia15@adventure-works.com,"52, route de Marseille",1 (11) 500 555-0151,Colombes,Hauts de Seine,France
20143,128,AW00020143,Jimmy Suarez,1962-03-31,Male,jimmy23@adventure-works.com,Königsteiner Straße 950,1 (11) 500 555-0189,Dresden,Hessen,Germany
20144,173,AW00020144,Roger Lin,1961-12-21,Male,roger12@adventure-works.com,Am Gallberg 35,1 (11) 500 555-0131,Poing,Saarland,Germany
20145,207,AW00020145,Fernando Lee,1971-04-19,Male,fernando20@adventure-works.com,"63, allée des Princes",1 (11) 500 555-0142,Chatou,Yveline,France
20146,190,AW00020146,Mackenzie Hall,1951-04-25,Female,mackenzie43@adventure-works.com,"5757, impasse Notre-Dame",1 (11) 500 555-0194,Villeneuve-d'Ascq,Nord,France
20147,230,AW00020147,Tabitha Ramos,1947-01-08,Female,tabitha38@adventure-works.com,1645 Alicante Court,1 (11) 500 555-0195,Berkshire,England,United Kingdom
20148,189,AW00020148,Terry Nath,1947-12-18,Male,terry21@adventure-works.com,"333, rue de la Cavalerie",1 (11) 500 555-0111,Roubaix,Nord,France
20149,228,AW00020149,Heidi Arun,1948-04-01,Female,heidi9@adventure-works.com,8605 Flamingo Dr,1 (11) 500 555-0139,Basingstoke Hants,England,United Kingdom
20150,279,AW00020150,Gary Rubio,1948-06-18,Male,gary30@adventure-works.com,6532 Pinecrest Rd,1 (11) 500 555-0117,York,England,United Kingdom
20151,33,AW00020151,Jamie Guo,1986-04-05,Female,jamie21@adventure-works.com,5636 Barcelona,1 (11) 500 555-0135,Cranbourne,Victoria,Australia
20152,40,AW00020152,Rafael She,1986-01-05,Male,rafael23@adventure-works.com,5931 San Carlos,1 (11) 500 555-0115,Warrnambool,Victoria,Australia
20153,34,AW00020153,Diane Sanz,1984-11-21,Female,diane25@adventure-works.com,5033 N. 8th St.,1 (11) 500 555-0190,Geelong,Victoria,Australia
20154,8,AW00020154,Raul Luo,1984-04-01,Male,raul6@adventure-works.com,6253 Panorama Dr.,1 (11) 500 555-0156,Matraville,New South Wales,Australia
20155,6,AW00020155,Jay Fernandez,1983-04-06,Male,jay22@adventure-works.com,6589 Viewpoint Ct,1 (11) 500 555-0176,Lavender Bay,New South Wales,Australia
20156,39,AW00020156,Jay Madan,1982-10-17,Male,jay14@adventure-works.com,5868 Clayton Road,1 (11) 500 555-0123,Sunbury,Victoria,Australia
20157,2,AW00020157,Riley Reed,1983-04-09,Female,riley39@adventure-works.com,615 Patterson Blvd.,1 (11) 500 555-0131,Coffs Harbour,New South Wales,Australia
20158,35,AW00020158,Rodney Blanco,1984-08-28,Male,rodney11@adventure-works.com,2012 Reisling Court,1 (11) 500 555-0147,Melbourne,Victoria,Australia
20159,8,AW00020159,Ernest Zhu,1984-12-01,Male,ernest14@adventure-works.com,2665 Escobar,1 (11) 500 555-0163,Matraville,New South Wales,Australia
20160,32,AW00020160,George Garcia,1984-05-08,Male,george21@adventure-works.com,4760 Bryce Dr.,1 (11) 500 555-0148,Bendigo,Victoria,Australia
20161,225,AW00020161,Albert Sanz,1954-06-16,Male,albert20@adventure-works.com,"87, rue de la Comédie",1 (11) 500 555-0118,Orly,Val de Marne,France
